Journal,Title,Cantidad
Nature Communications,BJS Opensignificance,1
Nature Communications,Bebras-inspired Computational Thinking Primary School Resources Co-created by Computer Science Academics and Teachers,1
Nature Communications,Biometricssignificance,1
Nature Communications,Bringing Computational Thinking Skills Into Physics Classroom Through Project-Based Learning,1
Nature Communications,British Journal of Surgerysignificance,1
Nature Communications,British Yearbook of International Lawsignificance,1
Nature Communications,Building a Virtual Experiment Diagnosis Scheme to Automatically Analyze Operational Portfolio in Natural Science,1
Nature Communications,CESifo Economic Studiessignificance,1
Nature Communications,"COMPUTING IN SCHOOLSComputer science, computational thinking, programming, coding: the anomalies of transitivity in K-12 computer science education",1
Nature Communications,CT Readiness for All: Studying a Framework for Supporting Schoolwide Computational Thinking Integration Across Elementary Curricula,1
Nature Communications,"Cambridge Journal of Regions, Economy and Societysignificance",1
Nature Communications,Can Computational Thinking contribute to EFL learning and teaching?,1
Nature Communications,Cerebral Cortex Communicationssignificance,1
Nature Communications,Challenges and aspirations: lived experiences of teacher-education student-mothers of a state university,1
Nature Communications,Changes in Background EEG Activity after Creative Task in Aged Adults,1
Nature Communications,Chemistry Letterssignificance,1
Nature Communications,Children & Schoolssignificance,1
Nature Communications,Clinical Chemistrysignificance,1
Nature Communications,Clinical and Experimental Immunologysignificance,1
Nature Communications,Cognitive computing and World Wide Wisdom (WWW+),1
Nature Communications,Combating Student Disconnection in Higher Education Using Place-Based Pedagogy: Encouraging Its Use as a Transformative Learning Practice in Digital Classrooms,1
Nature Communications,Combining Abstract Tasks and Haptic Material to Foster Computational Thinking in Computer Science Students,1
Nature Communications,Combining Data-Driven Models and Expert Knowledge for Personalized Support to Foster Computational Thinking Skills,1
Nature Communications,Community Development Journalsignificance,1
Nature Communications,Comparing the effects of robots and IoT objects on STEM learning outcomes and computational thinking skills between programming-experienced learners and programming-novice learners,1
Nature Communications,Computational Modeling of Prefrontal Cortex for Meta-Cognition of a Humanoid Robot,1
Nature Communications,Computational Thinking Curriculum for K-12 Education -- A Delphi Survey,1
Nature Communications,Computational Thinking Curriculum for Unmanned Aerial Systems,1
Nature Communications,Computational Thinking Development in children both neurotypical and with Intellectual Disabilities by the Game “Pensar e Vestir”,1
Nature Communications,Computational Thinking Education: Who Let the Dog Out?,1
Nature Communications,Computational Thinking Interventions in Higher Education: A Scoping Literature Review of Interventions Used to Teach Computational Thinking,1
Nature Communications,Computational Thinking Test Tool to Measure Cognitive Ability of K-12 Students,1
Nature Communications,Computational Thinking in Game-Based Learning for STEM Education,1
Nature Communications,Computational Thinking in Teacher Education,1
Nature Communications,"Computational Thinking, Inferential Thinking and ""Big Data""",1
Nature Communications,Computational Thinking: Possibilities and Challenges,1
Nature Communications,Computational support for visual thinking in design ideation,1
Nature Communications,Computational thinking and Relational Algorithmic Approach,1
Nature Communications,Computational thinking competences training for primary education teachers,1
Nature Communications,Computational thinking for all: an experience report on scaling up teaching computational thinking to all students in a major city in Sweden,1
Nature Communications,Computational thinking integration in elementary teachers' science lesson plans,1
Nature Communications,Computational thinking tools,1
Nature Communications,Construction and Practice of Computational Thinking Structural Framework with Sternberg's Intellectual Education Theory,1
Nature Communications,Construction and Validation of an Online Teaching Model for the Development of Computational Thinking: Take high school information technology course as an example,1
Nature Communications,Continuous micro feeding and mixing of solid dosage forms under vibrational excitation,1
Nature Communications,Courses in High-performance Computing for Scientists and Engineers,1
Nature Communications,Creative Design Framework Based on Immune Computing,1
Nature Communications,Critical Valuessignificance,1
Nature Communications,Cultivating Computational Thinking Among Students Of Liberal Art In Basic Computer Courses,1
Nature Communications,Cultivating Positive ICT Perceptions: an application of the MST-tree model to the ‘Guyanese Girls Code’ Initiative,1
Nature Communications,Cyber-Physical-Social-Thinking Modeling and Computing for Geological Information Service System,1
Nature Communications,DISSECT: Analysis of pedagogical techniques to integrate computational thinking into K-12 curricula,1
Nature Communications,Data Mining Framework to Analyze the Evolution of Computational Thinking Skills in Game Building Workshops,1
Nature Communications,Design Assistant with Neural Networks,1
Nature Communications,Design Thinking and computational modeling to stop illegal poaching,1
Nature Communications,Design Thinking in App Inventor Game Design and Development: A Case Study,1
Nature Communications,Design and Preliminary Results From a Computational Thinking Course,1
Nature Communications,Designing Evaluation Criteria for Disciplinary Competencies: A Case Study of Computer Science,1
Nature Communications,Developing Chinese Elementary School Students' Computational Thinking: A Convergent Cognition Perspective,1
Nature Communications,Developing Computational Thinking Skills in Adolescents With Autism Spectrum Disorder Through Digital Game Programming,1
Nature Communications,Developing Computational Thinking at School with Machine Learning: An exploration,1
Nature Communications,Developing Computational Thinking through a Virtual Robotics Programming Curriculum,1
Nature Communications,Developing a C-UMC Model for SW Education Program Using Metaverse,1
Nature Communications,Developing a didactic sequence for introducing computational thinking in the early years of elementary school,1
Nature Communications,Developing computational thinking via the visual programming tool: lego education WeDo,1
